,Customer Number,Campaign Period Sales,Historical Sales Volume,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language,Service Level,Date of Last Transaction,Number of Transactions,Email Available,Buy,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group
11329,25240095,0.0,1413890.300952381,2004-09-04,22.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-10-01,22,True,0,6360,4142,Short_Term,English
11330,25240482,0.0,451788.5142857143,1992-07-01,19.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-05-03,19,True,0,10808,3197,Mid_Term,English
11331,25241891,0.0,222042.4380952381,1986-12-15,22.0,False,False,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-02-02,22,False,0,12833,4383,Mid_Term,English
11332,25246417,749.4666666666667,1495186.0,2016-02-08,15.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,500+,English,Premier,2015-09-12,15,False,1,2186,2335,Short_Term,English
11333,25247240,806.8666666666668,711656.4000000001,1993-12-01,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English,Premier,2014-03-05,21,True,1,10290,2891,Mid_Term,English
11334,25247320,0.0,120878.5066666667,1987-08-15,19.0,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,Italian,Premier,2014-05-31,19,True,0,12590,2804,Mid_Term,European
11335,25248165,485.1,126126.0,1994-02-15,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2013-04-05,20,False,1,10214,3225,Mid_Term,English
11337,25250886,261.0857142857143,108611.65714285715,1994-02-15,16.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-07-29,16,True,1,10214,3110,Mid_Term,English
11338,25251717,0.0,212227.80800000002,1997-07-01,12.0,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2010-05-30,12,True,0,8982,4266,Mid_Term,English
11340,25259202,0.0,595156.0000000001,2014-01-07,15.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2013-04-10,15,False,0,2948,3220,Short_Term,English
11342,25259881,157.61904761904765,146585.71428571432,1994-12-15,31.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-08-10,31,True,1,9911,2368,Mid_Term,English
11343,25260353,0.0,2875867.8666666667,1990-03-15,23.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,500+,English,Standard,2014-02-23,23,False,0,11647,2901,Mid_Term,English
11344,25263971,0.0,296512.0,2001-12-13,16.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2014-04-07,16,True,0,7356,2858,Mid_Term,English
11345,25266055,0.0,1179503.6190476192,2008-11-06,25.0,False,False,False,AUTO RENEW,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-11-20,25,False,0,4836,2996,Short_Term,English
11346,25268572,0.0,575442.0,1985-12-15,18.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2015-04-15,18,True,0,13198,2485,Mid_Term,English
11347,25270145,0.0,454215.0857142858,1991-12-01,18.0,False,False,False,NOTICE,MAIL,Y,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2014-05-10,18,True,0,11021,2825,Mid_Term,English
11348,25273034,248.64000000000001,71608.32,1993-12-15,24.0,False,True,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2014-09-19,24,True,1,10276,2693,Mid_Term,English
11349,25278631,0.0,250914.1333333334,1997-12-25,16.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-03-16,16,False,0,8805,3245,Mid_Term,English
11350,25279092,0.0,51197.71428571429,2009-04-01,6.0,True,True,True,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,N,6-10,English,Premier,2013-07-19,6,True,0,4690,3120,Short_Term,English
11351,25280850,0.0,309281.1428571429,1997-03-15,20.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2015-10-26,20,True,0,9090,2291,Mid_Term,English
11352,25280971,0.0,623480.0,1987-12-15,5.0,False,True,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,500+,English,Premier,2013-05-27,5,True,0,12468,3173,Mid_Term,English
11353,25281723,0.0,288193.33333333343,1995-06-01,10.0,True,True,True,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-08-19,10,True,0,9743,2724,Mid_Term,English
11354,25282919,0.0,391905.8666666667,1997-06-15,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,1-5,English,Standard,2014-09-30,20,True,0,8998,2682,Mid_Term,English
11355,25287404,597.8333333333334,527289.0,1994-08-15,18.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2011-12-30,18,True,1,10033,3687,Mid_Term,English
11356,25287475,0.0,362671.4,1992-08-01,21.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-04-02,21,True,0,10777,3959,Mid_Term,English
11357,25288290,868.8914285714287,1403259.6571428576,2008-02-14,19.0,False,False,False,NOTICE,AUTO RENEW,N,Y,N,N,N,N,N,N,Y,6-10,English,Premier,2004-06-29,19,True,1,5102,6427,Short_Term,English
11358,25289110,101.92000000000002,65228.80000000001,1974-06-01,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,1-5,English,Standard,2015-11-04,20,False,1,17413,2282,Long-Term,English
11359,25289231,0.0,222422.85714285713,1996-10-15,12.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,Russian,Premier,2015-01-23,12,True,0,9241,2567,Mid_Term,European
11360,25289422,0.0,198153.28,1991-08-01,23.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2009-05-30,23,True,0,11143,4631,Mid_Term,English
11361,25292889,0.0,97097.20000000001,1962-12-15,15.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-05-12,15,True,0,21599,3188,Long-Term,English
11362,25294065,0.0,766708.8000000002,2010-02-17,15.0,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-11-08,15,True,0,4368,3373,Short_Term,English
11363,25297523,0.0,1424852.0,1998-10-19,13.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,51-100,Unknowm,Standard,2011-09-23,13,True,0,8507,3785,Mid_Term,European
11364,25301272,0.0,63728.42666666668,2015-05-11,14.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-06-14,14,True,0,2459,3520,Short_Term,English
11365,25301594,0.0,494625.73333333334,2008-05-09,13.0,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2013-01-31,13,True,0,5017,3289,Short_Term,English
11367,25304814,706.472,1311212.032,1993-12-15,16.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-01-31,16,True,1,10276,4020,Mid_Term,English
11368,25306917,121.97333333333334,57083.52,1994-04-01,18.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2015-04-13,18,True,1,10169,2487,Mid_Term,English
11369,25307880,343.94666666666666,279972.58666666667,1987-12-15,11.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-11-17,11,False,1,12468,2999,Mid_Term,English
11370,25308551,0.0,578458.8571428572,1991-10-15,15.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-01-19,15,False,0,11068,3301,Mid_Term,English
11371,25312962,0.0,555119.2000000001,1996-04-15,21.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,Spanish,Premier,2009-11-28,21,True,0,9424,4449,Mid_Term,European
11372,25318250,0.0,340446.4761904762,2007-01-10,8.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-10-04,8,False,0,5502,3043,Short_Term,English
11374,25320535,0.0,638007.552,1988-02-01,16.0,False,False,False,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,Y,51-100,English,Standard,2015-04-15,16,True,0,12420,2485,Mid_Term,English
11377,25330425,0.0,205870.45333333334,1995-12-25,17.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2016-03-01,17,False,0,9536,2164,Mid_Term,English
11378,25331166,0.0,411158.24761904764,1991-11-15,8.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-10-17,8,True,0,11037,3761,Mid_Term,English
11379,25331773,0.0,796457.142857143,1996-06-01,20.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-11-20,20,True,0,9377,4092,Mid_Term,English
11381,25336899,0.0,1046546.48,2007-06-29,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2005-07-09,21,True,0,5332,6052,Short_Term,English
11382,25340449,0.0,927334.9066666667,1997-04-01,22.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2005-06-04,22,True,0,9073,6087,Mid_Term,English
11383,25340589,0.0,152638.18266666666,2011-01-26,7.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-07-18,7,False,0,4025,2391,Short_Term,English
11384,25340840,340.38666666666666,275713.2,2011-09-07,18.0,True,True,True,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2009-02-27,18,True,1,3801,4723,Short_Term,English
11385,25341627,0.0,128973.86666666668,1993-05-01,4.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-09-30,4,True,0,10504,3778,Mid_Term,English
11387,25349505,159.52380952380952,345050.0,1982-02-01,21.0,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-07-27,21,True,1,14611,2382,Long-Term,English
11388,25350822,0.0,383021.00571428577,1995-12-01,24.0,False,False,False,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,N,6-10,English,Premier,2015-09-02,24,False,0,9560,2345,Mid_Term,English
11389,25351054,233.5008,353053.2096,1979-04-01,12.0,False,False,False,AUTO RENEW,PHONE,N,Y,N,N,N,N,N,N,Y,1-5,English,Premier,2014-07-03,12,True,1,15648,2771,Long-Term,English
11390,25353798,239.12380952380954,472508.64761904767,1978-12-01,19.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-01-03,19,True,1,15769,2952,Long-Term,English
11391,25354296,237.95200000000003,90421.76000000001,1994-07-15,5.0,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-07-27,5,True,1,10064,3112,Mid_Term,English
11392,25354754,871.5200000000001,1496399.84,1981-09-01,17.0,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,101-500,English,Standard,2014-08-17,17,False,1,14764,2726,Long-Term,English
11393,25359486,0.0,546524.16,1998-05-28,17.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,1-5,English,Premier,2012-09-02,17,True,0,8651,3440,Mid_Term,English
11395,25370306,0.0,64525.926400000004,1986-05-15,8.0,False,False,False,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,Y,1-5,English,Premier,2014-03-03,8,True,0,13047,2893,Mid_Term,English
11396,25371134,0.0,5237523.200000001,1997-02-15,23.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,101-500,Spanish,Standard,2010-07-08,23,True,0,9118,4227,Mid_Term,European
11397,25373733,0.0,170361.65714285715,1995-07-15,13.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2012-02-09,13,True,0,9699,3646,Mid_Term,English
11398,25376131,0.0,203268.0,1997-03-15,6.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-05-14,6,False,0,9090,3551,Mid_Term,English
11400,25379834,0.0,252720.0,1996-10-15,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-10-30,21,True,0,9241,4113,Mid_Term,English
11401,25381149,370.56,142665.6,2004-05-17,11.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-07-04,11,False,1,6470,3135,Short_Term,English
11402,25381962,0.0,1657141.2,1990-11-01,25.0,True,True,True,AUTO RENEW,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2011-06-25,25,True,0,11416,3875,Mid_Term,English
11403,25383393,172.0952380952381,15144.380952380952,1977-04-15,8.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-04-28,8,True,1,16364,2472,Long-Term,English
11404,25383951,461.36000000000007,1306110.1600000004,1993-11-01,19.0,True,True,True,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2012-03-26,19,True,1,10320,3600,Mid_Term,English
11405,25388390,0.0,121813.56000000001,1997-05-15,19.0,False,False,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-04-03,19,True,0,9029,3227,Mid_Term,English
11406,25389324,0.0,607924.8,1996-02-15,14.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-12-09,14,True,0,9484,3708,Mid_Term,English
11407,25390522,0.0,984614.3999999999,1978-02-01,15.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2009-05-29,15,False,0,16072,4632,Long-Term,English
11408,25393867,0.0,1003390.9714285715,1991-03-15,18.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2008-06-23,18,True,0,11282,4972,Mid_Term,English
11409,25394038,0.0,261787.4285714286,1998-07-20,11.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-07-21,11,True,0,8598,3483,Mid_Term,English
11410,25394393,0.0,648699.1,1985-02-01,15.0,True,False,True,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2016-03-16,15,False,0,13515,2149,Mid_Term,English
11412,25403890,0.0,612501.0666666667,1997-04-01,26.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-08-14,26,False,0,9073,3094,Mid_Term,English
11413,25403971,0.0,248965.47619047618,1990-04-15,13.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,6-10,English,Premier,2012-09-08,13,True,0,11616,3434,Mid_Term,English
11414,25404204,0.0,386824.5333333333,1995-06-01,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-07-15,20,True,0,9743,3489,Mid_Term,English
11415,25409542,0.0,125214.51428571431,2000-02-29,18.0,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-08-30,18,True,0,8009,2713,Mid_Term,English
11417,25422182,0.0,159743.54666666666,2015-10-09,20.0,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2013-06-16,20,False,0,2308,3153,Short_Term,English
11418,25424586,254.85333333333335,36698.880000000005,1993-06-15,6.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,11-50,English,Premier,2015-02-16,6,True,1,10459,2543,Mid_Term,English
11419,25424663,0.0,1549363.2000000002,1991-10-01,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,Unknowm,Standard,2012-05-20,21,False,0,11082,3545,Mid_Term,European
11420,25428171,0.0,604472.0,1990-12-15,22.0,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,Y,N,Y,11-50,English,Premier,2013-07-25,22,True,0,11372,3114,Mid_Term,English
11421,25433982,0.0,731576.8571428572,2008-08-15,15.0,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2013-01-13,15,True,0,4919,3307,Short_Term,English
11422,25442397,0.0,116739.0,1987-04-15,21.0,False,True,False,NOTICE,PHONE,Y,Y,N,N,N,N,Y,N,Y,51-100,English,Premier,2015-03-28,21,True,0,12712,2503,Mid_Term,English
11423,25444406,217.21904761904761,192021.6380952381,2002-12-03,17.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-06-09,17,True,1,7001,2795,Mid_Term,English
11425,25451169,0.0,1779676.8,1994-11-01,19.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2011-05-29,19,False,0,9955,3902,Mid_Term,English
11426,25452541,0.0,443624.0,1984-12-25,23.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2013-04-17,23,True,0,13553,3213,Mid_Term,English
11427,25453722,0.0,384813.1733333334,2014-09-24,13.0,False,True,False,NOTICE,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2013-01-06,13,True,0,2688,3314,Short_Term,English
11428,25456308,0.0,2849688.7466666666,1990-03-15,16.0,False,True,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2012-05-08,16,True,0,11647,3557,Mid_Term,English
11429,25460075,0.0,250207.2,2003-09-11,18.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2015-04-13,18,True,0,6719,2487,Mid_Term,English
11432,25467319,0.0,291818.05714285723,1990-10-15,11.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-04-21,11,True,0,11433,4305,Mid_Term,English
11433,25471203,779.35,247833.30000000002,1993-11-01,6.0,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,11-50,English,Premier,2011-12-24,6,True,1,10320,3693,Mid_Term,English
11434,25472839,0.0,161404.80000000002,1984-04-01,17.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2012-01-18,17,False,0,13821,3668,Mid_Term,English
11435,25473332,0.0,2499566.6666666665,1984-02-01,44.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,Portuguese,Premier,2013-08-08,44,False,0,13881,3100,Mid_Term,European
11436,25476817,0.0,97329.12000000001,1997-12-15,4.0,False,False,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,1-5,English,Standard,2010-06-25,4,True,0,8815,4240,Mid_Term,English
11438,25480887,0.0,225520.00000000006,1992-07-15,10.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-04-29,10,False,0,10794,3932,Mid_Term,English
11439,25481889,0.0,3075563.4,1996-12-15,21.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2003-08-30,21,False,0,9180,6731,Mid_Term,English
11440,25482473,208.0761904761905,197672.380952381,1971-01-15,19.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,Spanish,Standard,2014-08-13,19,True,1,18646,2730,Long-Term,European
11442,25486421,228.13333333333335,489346.00000000006,1977-04-15,15.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-03-23,15,True,1,16364,2873,Long-Term,English
11443,25486909,356.0571428571429,703212.8571428573,1994-09-15,25.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,Y,Y,6-10,English,Standard,2011-09-18,25,True,1,10002,3790,Mid_Term,English
11444,25487591,397.6142857142857,65208.74285714285,1984-01-01,4.0,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,6-10,English,Premier,2013-11-24,4,True,1,13912,2992,Mid_Term,English
11445,25489276,0.0,414272.0,1989-10-15,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-11-10,20,True,0,11798,3006,Mid_Term,English
11446,25489628,120.28,78783.4,1978-01-01,5.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2015-04-30,5,False,1,16103,2470,Long-Term,English
11447,25492626,406.09523809523813,539294.4761904762,1993-10-15,16.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,Y,Y,6-10,Unknowm,Standard,2010-09-24,16,True,1,10337,4149,Mid_Term,European
11449,25494088,0.0,1516041.6266666667,2002-01-09,23.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,Unknowm,Premier,2012-01-22,23,False,0,7329,3664,Mid_Term,European
11450,25495036,0.0,326847.33714285714,1991-01-15,22.0,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-10-18,22,True,0,11341,3394,Mid_Term,English
11451,25504502,0.0,676915.2000000001,1991-01-01,24.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2011-02-05,24,True,0,11355,4015,Mid_Term,English
11452,25507700,0.0,307714.9714285715,1991-10-01,18.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-05-15,18,True,0,11082,3550,Mid_Term,English
11453,25508526,0.0,976589.2800000001,1991-04-01,18.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2007-02-03,18,True,0,11265,5478,Mid_Term,English
11454,25514908,999.4291666666667,1175328.7,1992-02-01,24.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,51-100,Unknowm,Premier,2011-10-21,24,False,1,10959,3757,Mid_Term,European
11455,25515897,297.12380952380954,114095.54285714286,1965-07-15,24.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-11-13,24,False,1,20656,3368,Long-Term,English
11456,25517913,0.0,153125.12,1979-11-15,16.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2010-10-23,16,False,0,15420,4120,Long-Term,English
11457,25526248,2759.2000000000003,1241640.0000000002,1980-02-01,15.0,False,False,False,AUTO RENEW,AUTO RENEW,Y,N,Y,Y,Y,Y,Y,Y,Y,101-500,English,Premier,2003-03-26,15,False,1,15342,6888,Long-Term,English
11458,25528025,0.0,646060.8,1997-07-01,19.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-11-12,19,True,0,8982,3004,Mid_Term,English
11460,25538390,223.72,579882.24,1979-12-15,18.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2012-06-05,18,True,1,15390,3529,Long-Term,English
11461,25539359,0.0,244840.95999999996,1984-08-15,14.0,False,True,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,1-5,Hindi,Premier,2013-08-05,14,True,0,13685,3103,Mid_Term,Asian
11462,25542493,694.5666666666667,1375242.0,1993-09-15,15.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2010-11-29,15,True,1,10367,4083,Mid_Term,English
11463,25543194,0.0,411502.0,1984-06-01,17.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-02-16,17,False,0,13760,2543,Mid_Term,English
11464,25543747,0.0,158165.28000000003,1986-07-01,17.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-09-07,17,False,0,13000,3070,Mid_Term,English
11465,25543749,0.0,534294.8190476191,1991-03-01,23.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,Y,Y,6-10,English,Premier,2013-02-20,23,True,0,11296,3269,Mid_Term,English
11466,25545362,0.0,321792.00000000006,1959-01-15,21.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-07-27,21,False,0,23029,2382,Long-Term,English
11467,25546886,0.0,850448.0000000001,1990-09-15,21.0,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-10-16,21,True,0,11463,3762,Mid_Term,English
11468,25554022,0.0,279313.7523809524,1992-07-15,23.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2015-07-25,23,True,0,10794,2384,Mid_Term,English
11469,25560067,231.82857142857142,234610.5142857143,1994-10-15,22.0,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-02-24,22,True,1,9972,2900,Mid_Term,English
11470,25561307,0.0,564361.2000000001,2015-07-05,9.0,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2014-03-11,9,True,0,2404,2885,Short_Term,English
11471,25564020,0.0,169689.12380952382,2007-02-13,13.0,False,False,False,NOTICE,AUTO RENEW,N,N,N,N,N,N,Y,N,Y,6-10,Unknowm,Premier,2016-05-07,13,False,0,5468,2097,Short_Term,European
11472,25569119,0.0,285480.00000000006,2006-02-23,25.0,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-07-17,25,True,0,5823,3487,Short_Term,English
11473,25574230,0.0,2969478.400000001,1984-02-01,14.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,500+,English,Premier,2011-08-15,14,False,0,13881,3824,Mid_Term,English
11474,25576822,0.0,142914.2857142857,1988-05-15,20.0,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-11-23,20,True,0,12316,2263,Mid_Term,English
